DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
220414007,10/5/2022 0:00,10/3/2022 0:00,639,4,Hollenbeck,469,2,354,THEFT OF IDENTITY,100,38,M,B,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354,,,,2200    8TH                          AV,,34.0333,-118.1946
221210424,4/21/2022 0:00,4/21/2022 0:00,905,12,77th Street,1203,1,820,ORAL COPULATION,1251 1258 2024 0500,11,M,B,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,812,820,,,1700 W  46TH                         ST,,34.0019,-118.3089
221218846,9/1/2022 0:00,8/30/2022 0:00,2300,12,77th Street,1211,2,860,BATTERY WITH SEXUAL CONTACT,0913 0510 0522 0538 0551 1820 0400,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,54TH                         ST,4TH                          AV,33.9932,-118.3215
221409078,4/11/2022 0:00,4/9/2022 0:00,1445,14,Pacific,1463,2,354,THEFT OF IDENTITY,377,28,F,H,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,12900 W  JEFFERSON                    BL,,33.9805,-118.4111
221114277,9/24/2022 0:00,9/24/2022 0:00,1450,11,Northeast,1145,2,624,BATTERY - SIMPLE ASSAULT,0400 1822 2002 0416,36,M,W,402,MARKET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,2500    GLENDALE                     BL,,34.1025,-118.2592
232006446,2/27/2023 0:00,9/7/2022 0:00,230,20,Olympic,2025,2,624,BATTERY - SIMPLE ASSAULT,0361 0416 0603 1251,38,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,300 S  ALEXANDRIA                   AV,,34.069,-118.2979
221209012,3/31/2022 0:00,3/31/2022 0:00,1130,12,77th Street,1239,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,440,,,,5800 S  VERMONT                      AV,,33.9856,-118.2915
231604181,1/6/2023 0:00,3/29/2022 0:00,1055,16,Foothill,1677,2,662,"BUNCO, GRAND THEFT",800,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,662,,,,9700    CABRINI                      DR,,34.2122,-118.3417
220125596,12/2/2022 0:00,12/2/2022 0:00,420,1,Central,159,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385 0329 1822 1602 0344,72,M,W,108,PARKING LOT,,,IC,Invest Cont,420,,,,600 S  SANTA FE                     AV,,34.0383,-118.2305
220317738,10/2/2022 0:00,10/1/2022 0:00,715,3,Southwest,362,2,354,THEFT OF IDENTITY,0100 1822 0930,29,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4800    OBAMA                        BL,,34.0214,-118.3486
220717474,12/6/2022 0:00,12/3/2022 0:00,1900,7,Wilshire,753,2,624,BATTERY - SIMPLE ASSAULT,2002 1814 0416 0445,50,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1100 S  FAIRFAX                      AV,,34.0558,-118.365
221507519,3/25/2022 0:00,3/24/2022 0:00,1400,15,N Hollywood,1503,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,12100    SATICOY                      ST,,34.2085,-118.3965
220104880,1/15/2022 0:00,1/15/2022 0:00,1600,1,Central,111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0910,32,M,H,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,440,,,,800 N  ALAMEDA                      ST,,34.0615,-118.2412
220906943,3/19/2022 0:00,3/19/2022 0:00,500,9,Van Nuys,963,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 1813 0913 1414 0446 0408,47,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,15100    MAGNOLIA                     BL,,34.1649,-118.4618
220616907,10/2/2022 0:00,10/2/2022 0:00,500,6,Hollywood,646,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0377 0344 0913 1501,32,M,O,503,HOTEL,,,IC,Invest Cont,341,,,,HOLLYWOOD,IVAR,34.1016,-118.3281
221417664,10/13/2022 0:00,10/11/2022 0:00,800,14,Pacific,1445,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,12400    WASHINGTON                   PL,,33.9989,-118.4369
220126700,12/19/2022 0:00,12/19/2022 0:00,1300,1,Central,162,1,352,PICKPOCKET,1822 0344,23,M,H,716,THEATRE/MOVIE,,,IC,Invest Cont,352,,,,700 W  7TH                          ST,,34.048,-118.2577
220612358,6/27/2022 0:00,6/24/2022 0:00,1900,6,Hollywood,647,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,32,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,SUNSET                       BL,GOWER,34.098,-118.3223
221211277,5/5/2022 0:00,5/5/2022 0:00,1100,12,77th Street,1239,1,210,ROBBERY,0945 1822 0431 0329,0,X,X,301,GAS STATION,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,,,,5800 S  FIGUEROA                     ST,,33.9892,-118.2827
220220765,11/27/2022 0:00,11/27/2022 0:00,1100,2,Rampart,235,2,624,BATTERY - SIMPLE ASSAULT,0342 0432 0416 0446 0400 0405 0440 2060 0448,42,M,H,158,TRANSIENT ENCAMPMENT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,MIRAMAR,MOUNTAIN VIEW,34.0677,-118.2731
220512530,8/14/2022 0:00,8/14/2022 0:00,2023,5,Harbor,532,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1814 1906,23,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AA,Adult Arrest,930,,,,1100    MCDONALD                     AV,,33.7845,-118.2714
221806821,3/3/2022 0:00,3/3/2022 0:00,303,18,Southeast,1836,2,354,THEFT OF IDENTITY,1822 0100 0930 0929,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10700 S  CENTRAL                      AV,,33.9388,-118.2542
220305640,2/3/2022 0:00,1/31/2022 0:00,519,3,Southwest,391,1,320,"BURGLARY, ATTEMPTED",1822 1601,33,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,320,,,,4000    DON DIABLO                   DR,,34.0077,-118.3449
220514583,10/7/2022 0:00,10/7/2022 0:00,740,5,Harbor,532,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1310 0421 0432 0913 1309,40,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,1000    RAVENNA                      AV,,33.7866,-118.2717
220917443,12/18/2022 0:00,12/16/2022 0:00,1400,9,Van Nuys,923,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,63,F,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6700 N  SEPULVEDA                    BL,,34.1921,-118.4662
221611118,8/5/2022 0:00,8/3/2022 0:00,1700,16,Foothill,1602,2,888,TRESPASSING,1501,37,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,11400    SPROULE                      AV,,34.2778,-118.406
220612953,7/9/2022 0:00,7/8/2022 0:00,2100,6,Hollywood,622,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,2000 N  FULLER                       AV,,34.1064,-118.3493
221205978,2/6/2022 0:00,2/6/2022 0:00,1450,12,77th Street,1269,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913,52,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,600 E  84TH                         PL,,33.9619,-118.2651
221813357,6/27/2022 0:00,6/26/2022 0:00,1430,18,Southeast,1861,1,210,ROBBERY,0913 0416 0336 0352 1402,44,F,B,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,11400 S  VERMONT                      AV,,33.931,-118.2916
220715478,10/19/2022 0:00,10/19/2022 0:00,142,7,Wilshire,717,1,310,BURGLARY,1607 0321,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,300 N  LA BREA                      AV,,34.0762,-118.344
221718272,12/26/2022 0:00,12/10/2022 0:00,1900,17,Devonshire,1745,1,310,BURGLARY,1501 1202 0344,74,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,17300    CHATSWORTH                   ST,,34.2648,-118.511
221307953,3/12/2022 0:00,3/11/2022 0:00,2000,13,Newton,1327,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0448 0444 0429,37,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1500 E  21ST                         ST,,34.0197,-118.2474
220206333,2/24/2022 0:00,2/24/2022 0:00,620,2,Rampart,285,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 1821 2038 0355 0400 0448 0369,46,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1800 W  12TH                         ST,,34.0473,-118.2784
221205107,1/21/2022 0:00,1/20/2022 0:00,2300,12,77th Street,1268,1,210,ROBBERY,1281 0342 1822 1311 0416 0355 0344 0352 0302,24,M,H,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,100 W  MANCHESTER                   AV,,33.964,-118.2739
220320398,11/17/2022 0:00,11/17/2022 0:00,1830,3,Southwest,374,2,910,KIDNAPPING,1822 1309 0448 0418 1305 0302 0334 0432,19,F,B,101,STREET,102,HAND GUN,IC,Invest Cont,910,,,,W  MARTIN LUTHER KING JR        BL,5TH                          AV,34.0148,-118.3222
220125424,11/29/2022 0:00,11/29/2022 0:00,1205,1,Central,138,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 S  ALAMEDA                      ST,,34.0468,-118.2415
221216340,7/23/2022 0:00,7/23/2022 0:00,500,12,77th Street,1256,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,7300 S  FIGUEROA                     ST,,33.9737,-118.2827
221305654,2/2/2022 0:00,1/29/2022 0:00,1200,13,Newton,1361,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 1223 1252 0345 0344,47,M,W,101,STREET,,,IC,Invest Cont,341,,,,S  BROADWAY                     ST,W  45TH                         ST,34.0029,-118.2784
221913669,8/24/2022 0:00,8/24/2022 0:00,1120,19,Mission,1985,2,901,VIOLATION OF RESTRAINING ORDER,2038,41,F,H,719,MEDICAL/DENTAL OFFICES,,,AO,Adult Other,901,,,,8600    VAN NUYS                     BL,,34.2264,-118.4494
221417566,9/1/2022 0:00,9/1/2022 0:00,1900,14,Pacific,1456,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,40,F,W,101,STREET,,,IC,Invest Cont,331,,,,11800    CULVER                       BL,,33.9955,-118.421
220710551,6/16/2022 0:00,6/16/2022 0:00,1520,7,Wilshire,715,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,24,M,H,101,STREET,,,IC,Invest Cont,740,,,,LA BREA,1ST                          ST,34.0782,-118.3463
220917593,12/23/2022 0:00,12/21/2022 0:00,1320,9,Van Nuys,935,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2004 1218,52,F,H,102,SIDEWALK,,,IC,Invest Cont,745,,,,TYRONE,AETNA,34.1837,-118.4443
221709879,6/10/2022 0:00,6/10/2022 0:00,358,17,Devonshire,1783,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9400    VANALDEN                     AV,,34.2413,-118.5492
220407355,4/8/2022 0:00,4/8/2022 0:00,1100,4,Hollenbeck,491,2,624,BATTERY - SIMPLE ASSAULT,0400 0419 2004,47,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8TH                          ST,SOTO,34.0281,-118.2194
221610322,7/10/2022 0:00,7/7/2022 0:00,1230,16,Foothill,1681,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1606,86,F,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,8500    LAUREL CANYON                BL,,34.2251,-118.4039
220717810,12/16/2022 0:00,12/10/2022 0:00,1500,7,Wilshire,706,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,26,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,700    CHEROKEE                     AV,,34.0835,-118.3352
221316610,8/26/2022 0:00,8/25/2022 0:00,2100,13,Newton,1371,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,36,M,H,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,341,,,,100 W  58TH                         ST,,33.9897,-118.2739
221322797,12/24/2022 0:00,12/24/2022 0:00,830,13,Newton,1321,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1402 0329,27,M,B,232,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",,,IC,Invest Cont,745,888,998,,2200 S  FIGUEROA                     ST,,34.0313,-118.274
220404835,1/28/2022 0:00,1/28/2022 0:00,1400,4,Hollenbeck,478,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 S  GRANDE VISTA                 AV,,34.0281,-118.2048
221110849,6/26/2022 0:00,6/25/2022 0:00,1830,11,Northeast,1135,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3600    EAGLE ROCK                   BL,,34.1165,-118.235
221804668,1/14/2022 0:00,1/14/2022 0:00,2300,18,Southeast,1871,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 0913 1814 2004 0443 2001 0202,45,F,B,109,PARK/PLAYGROUND,511,VERBAL THREAT,IC,Invest Cont,930,,,,800 W  149TH                        ST,,33.8964,-118.2892
221907023,3/15/2022 0:00,3/15/2022 0:00,250,19,Mission,1983,1,310,BURGLARY,0344 1609,57,M,O,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,310,,,,8600 N  SEPULVEDA                    BL,,34.2265,-118.4677
220120124,9/10/2022 0:00,9/10/2022 0:00,200,1,Central,185,1,820,ORAL COPULATION,1011 0913 0917 1206 0507,38,M,H,702,OFFICE BUILDING/OFFICE,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,820,,,,100 W  9TH                          ST,,34.0416,-118.255
221008822,5/5/2022 0:00,5/3/2022 0:00,2030,10,West Valley,1008,1,330,BURGLARY FROM VEHICLE,1822 0344 1300,58,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,330,,,,15900    STRATHERN                    ST,,34.2157,-118.4793
220608100,3/30/2022 0:00,3/30/2022 0:00,2345,6,Hollywood,646,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1402,0,X,X,210,RESTAURANT/FAST FOOD,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,740,998,,,6300    HOLLYWOOD                    BL,,34.1016,-118.3267
220122465,10/12/2022 0:00,10/9/2022 0:00,730,1,Central,171,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1822 0344,58,F,W,503,HOTEL,,,IC,Invest Cont,440,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2658
220120412,9/13/2022 0:00,9/6/2022 0:00,1717,1,Central,153,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,24,M,H,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,600 S  BROADWAY,,34.0466,-118.252
220709368,5/18/2022 0:00,5/14/2022 0:00,2100,7,Wilshire,702,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 1202 1810 1402,71,M,H,510,NURSING/CONVALESCENT/RETIREMENT HOME,511,VERBAL THREAT,AA,Adult Arrest,930,998,,,700 N  ORANGE GROVE                 AV,,34.0838,-118.3605
220620356,12/19/2022 0:00,11/22/2022 0:00,1400,6,Hollywood,622,2,649,DOCUMENT FORGERY / STOLEN FELONY,1202 1822 0923,73,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,2300    MT OLYMPUS                   DR,,34.1123,-118.3693
221512092,7/8/2022 0:00,7/7/2022 0:00,400,15,N Hollywood,1544,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,51,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,12300    MAGNOLIA                     BL,,34.1649,-118.4009
221515386,9/26/2022 0:00,9/26/2022 0:00,1830,15,N Hollywood,1589,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0411,30,F,H,157,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,236,,,,6700    FOREST LAWN                  DR,,34.1446,-118.339
221409792,4/26/2022 0:00,4/25/2022 0:00,1500,14,Pacific,1464,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,JEFFERSON                    BL,RANDALL                      ST,33.982,-118.4079
220316168,9/2/2022 0:00,9/2/2022 0:00,2315,3,Southwest,334,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 0416 0446 2000,35,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3400 S  NORTON                       AV,,34.0256,-118.3327
221218892,9/3/2022 0:00,8/31/2022 0:00,700,12,77th Street,1256,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,74TH                         ST,HOOVER                       ST,33.9727,-118.2871
221006854,3/17/2022 0:00,3/16/2022 0:00,1730,10,West Valley,1075,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,21,F,W,108,PARKING LOT,,,IC,Invest Cont,440,,,,17800    VENTURA                      BL,,34.1629,-118.5202
221100577,2/20/2022 0:00,2/19/2022 0:00,600,11,Northeast,1158,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1402 1100 1300,57,M,H,101,STREET,,,IC,Invest Cont,740,998,,,GLENALBYN                    DR,W  AVENUE 38,34.0917,-118.213
220126219,12/12/2022 0:00,12/10/2022 0:00,1700,1,Central,111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 0601,67,F,A,602,BANK,,,IC,Invest Cont,740,,,,700 N  BROADWAY,,34.0604,-118.2393
221822440,12/20/2022 0:00,12/3/2022 0:00,800,18,Southeast,1822,2,354,THEFT OF IDENTITY,0922 0100 1822,44,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 E  95TH                         ST,,33.9501,-118.2739
221017715,12/15/2022 0:00,12/5/2022 0:00,555,10,West Valley,1023,2,354,THEFT OF IDENTITY,1822 0930,41,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,19000    HAMLIN                       ST,,34.1889,-118.5482
221604201,1/6/2022 0:00,1/5/2022 0:00,1500,16,Foothill,1667,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1402 0344,46,F,H,101,STREET,,,IC,Invest Cont,331,998,,,SUNLAND,ROYCROFT,34.2429,-118.3417
222013283,7/26/2022 0:00,7/25/2022 0:00,1908,20,Olympic,2056,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0913,25,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,341,,,,900 S  NEW HAMPSHIRE                AV,,34.05,-118.2926
222010383,5/24/2022 0:00,5/24/2022 0:00,1205,20,Olympic,2074,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0104 0202 0209 0324 0375 1822,0,X,X,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,IC,Invest Cont,440,,,,2000    VENICE                       BL,,34.0437,-118.301
221309070,4/4/2022 0:00,4/4/2022 0:00,2050,13,Newton,1307,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1202 0417 0334 1218 1822 0411,63,M,B,103,ALLEY,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,7TH                          ST,AGATHA                       ST,34.0349,-118.2436
221716758,11/6/2022 0:00,11/6/2022 0:00,930,17,Devonshire,1708,1,330,BURGLARY FROM VEHICLE,0344 1608 1609 1822,51,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,12900    BALBOA                       BL,,34.3035,-118.501
221011091,7/1/2022 0:00,7/1/2022 0:00,900,10,West Valley,1025,1,330,BURGLARY FROM VEHICLE,1822 0344,33,M,A,108,PARKING LOT,,,IC,Invest Cont,330,,,,18400    HART                         ST,,34.1975,-118.5335
221706220,3/4/2022 0:00,3/4/2022 0:00,2015,17,Devonshire,1767,1,310,BURGLARY,0216 0314 0209 1606,31,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,18500    VINCENNES                    ST,,34.2409,-118.5361
221013347,8/28/2022 0:00,8/28/2022 0:00,150,10,West Valley,1063,2,624,BATTERY - SIMPLE ASSAULT,1822 1309 0416 0444,33,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5500    RESEDA                       BL,,34.1701,-118.536
221221032,10/6/2022 0:00,10/6/2022 0:00,2100,12,77th Street,1245,1,310,BURGLARY,0314 1822,50,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1300 W  GAGE                         AV,,33.9823,-118.2981
220401123,9/21/2022 0:00,9/21/2022 0:00,20,4,Hollenbeck,497,1,310,BURGLARY,1402,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,310,998,,,2800 E  11TH                         ST,,34.0226,-118.2182
222115290,10/11/2022 0:00,10/11/2022 0:00,830,21,Topanga,2158,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 0401 0448 0429 2000 1814 0913,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,6200    VARIEL                       AV,,34.1829,-118.5928
222009637,5/5/2022 0:00,5/5/2022 0:00,1300,20,Olympic,2045,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0419 0446 0416,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,900 S  MARIPOSA                     AV,,34.0559,-118.2987
220113543,6/4/2022 0:00,6/4/2022 0:00,700,1,Central,132,2,434,FALSE IMPRISONMENT,0913 0448 1802 0400,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,434,,,,200 S  OLIVE                        ST,,34.0535,-118.2491
221405013,1/22/2022 0:00,1/20/2022 0:00,600,14,Pacific,1477,1,310,BURGLARY,1606 0352 0321 0344 1300,68,F,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,5900 W  78TH                         ST,,33.9696,-118.3868
221610141,7/3/2022 0:00,7/3/2022 0:00,100,16,Foothill,1653,2,624,BATTERY - SIMPLE ASSAULT,0913 0416,29,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9800    TELFAIR                      AV,,34.2478,-118.4088
220219908,11/8/2022 0:00,11/8/2022 0:00,1200,2,Rampart,215,1,210,ROBBERY,0342 1822 0344 0400 2004,39,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,MICHELTORENA,LONDON,34.0784,-118.2816
221606828,3/30/2022 0:00,3/30/2022 0:00,2100,16,Foothill,1672,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 2002 1822,43,M,H,101,STREET,304,CLUB/BAT,IC,Invest Cont,230,,,,11800    ART                          ST,,34.2353,-118.3894
221906549,3/4/2022 0:00,3/2/2022 0:00,2130,19,Mission,1924,2,661,UNAUTHORIZED COMPUTER ACCESS,1914,33,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,661,,,,12100    EL DORADO                    AV,,34.2894,-118.4508
220310199,5/5/2022 0:00,5/5/2022 0:00,1830,3,Southwest,358,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1251 2032,24,F,A,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,440,,,,3600    TROUSDALE                    PK,,34.0215,-118.2868
220908102,4/18/2022 0:00,4/15/2022 0:00,1000,9,Van Nuys,939,1,310,BURGLARY,0344 0358 1609 0321,34,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6300    ETHEL                        AV,,34.1849,-118.4182
220311788,6/5/2022 0:00,6/5/2022 0:00,1558,3,Southwest,397,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0603 0361 0913 0416 0447 2021 0446 0359 2003 1402,53,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",306,ROCK/THROWN OBJECT,AA,Adult Arrest,230,,,,1200 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.2959
221501000,8/30/2022 0:00,8/30/2022 0:00,1215,15,N Hollywood,1548,2,903,CONTEMPT OF COURT,1402 2038,67,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,903,998,,,5200    HARMONY                      AV,,34.1649,-118.3665
